,geoLevel1,geoLevel2,SERIAL,PUMA,WGTP,geoLevel0,NP,Long,Lat,serialSynth
148,1,9203,163970,104,79,11,2,-76.97944122,38.91452721,163970-2
538,1,4300,415396,103,0,11,1,-76.99059607,38.86429509,415396-4
1572,1,4300,1118674,103,0,11,1,-76.98891472,38.86625586,1118674-2
887,1,9907,1086757,102,53,11,2,-76.98307537,38.9036104,1086757-1
1319,1,10100,1005072,104,0,11,1,-76.99275376,38.8604312,1005072-5
842,1,9203,922606,104,164,11,2,-76.9840053,38.90913547,922606-1
1014,1,9203,1081276,104,97,11,1,-76.97887496,38.91023674,1081276-5
511,1,6600,607850,104,88,11,2,-76.96248656,38.89059716,607850-3
779,1,7304,791057,105,0,11,1,-77.03657525,38.81269527,791057-2
1133,1,10100,871206,104,53,11,2,-76.99329876,38.8600841,871206-3
1059,1,9907,1250479,102,47,11,3,-76.9831515,38.90499297,1250479-1
669,1,10100,477971,104,60,11,1,-76.99124731,38.86199048,477971-2
133,1,9203,155188,104,141,11,1,-76.98074206,38.90812731,155188-5
636,1,9907,840181,102,55,11,1,-76.98905244,38.90280837,840181-4
819,1,10100,588938,104,172,11,2,-76.9928052,38.86033931,588938-4
1088,1,9504,1064879,105,91,11,1,-76.99473804,38.86008014,1064879-1
1293,1,9504,1297042,105,0,11,1,-76.99458769,38.86252426,1297042-2
326,1,9602,265369,105,131,11,3,-77.02078393,38.82458462,265369-1
614,1,8301,660695,101,94,11,2,-76.97154424,38.92180744,660695-5
730,1,8301,762393,101,82,11,2,-76.96371037,38.92984792,762393-4
1124,1,9907,1322820,102,67,11,2,-76.98517944,38.90447119,1322820-1
700,1,9907,900322,102,49,11,2,-76.98470078,38.90134398,900322-1
462,1,9602,402977,105,69,11,2,-77.03400709,38.82599824,402977-2
1139,1,7304,1110108,105,342,11,1,-77.0380448,38.81754265,1110108-4
445,1,9203,469529,104,0,11,1,-76.98423115,38.91021288,469529-1
685,1,4300,504916,103,58,11,2,-76.99001084,38.86381541,504916-1
783,1,9602,772657,105,98,11,5,-77.0367759,38.82626149,772657-2
479,1,8301,530850,101,118,11,1,-76.95728443,38.90785221,530850-2
658,1,9601,1034264,105,155,11,1,-76.98731153,38.86965108,1034264-3
504,1,9203,515214,104,60,11,1,-76.97647253,38.91466054,515214-3
1649,1,4300,1172097,103,123,11,2,-76.9873917,38.86697927,1172097-4
240,1,9601,375494,105,76,11,3,-76.98765768,38.87144399,375494-3
526,1,1902,788691,101,88,11,3,-77.01525613,38.8287114,788691-1
151,1,10100,116430,104,121,11,1,-76.99223079,38.86223634,116430-2
995,1,7304,962748,105,64,11,1,-77.03858621,38.81819196,962748-2
773,1,9504,801889,105,0,11,1,-76.98997495,38.86835406,801889-6
50,1,8301,62770,101,115,11,3,-76.96618422,38.92370464,62770-3
350,1,1600,307317,102,68,11,2,-76.95682875,38.90574747,307317-3
478,1,7304,457036,105,57,11,4,-77.03647343,38.81299767,457036-2
282,1,8410,607850,104,88,11,2,-76.97074783,38.88726631,607850-1
991,1,4300,685911,103,206,11,1,-76.99068766,38.86614189,685911-1
1029,1,9907,1225391,102,197,11,1,-76.98418668,38.90229651,1225391-2
664,1,4300,480324,103,212,11,2,-76.99106644,38.86441403,480324-1
205,1,9907,274371,102,47,11,1,-76.9880822,38.90266953,274371-1
609,1,2202,611341,103,54,11,2,-76.96078378,38.92377192,611341-4
307,1,9907,403002,102,146,11,1,-76.98177615,38.90407381,403002-1
1152,1,9907,1347696,102,171,11,4,-76.98770902,38.90291389,1347696-2
46,1,8903,52132,105,0,11,1,-76.97806803,38.90604522,52132-2
933,1,9203,1017904,104,167,11,2,-76.976594,38.91324656,1017904-2
826,1,8301,873239,101,284,11,2,-76.9600584,38.93186448,873239-1
65,1,2202,68758,103,57,11,2,-76.95834289,38.9283375,68758-1
1145,1,8301,1305071,101,100,11,1,-76.97478408,38.91515084,1305071-2
1633,1,4300,1161427,103,96,11,1,-76.99225514,38.86495253,1161427-4
401,1,9203,439666,104,59,11,1,-76.97821101,38.91305267,439666-2
901,1,9907,1093365,102,52,11,1,-76.98207121,38.90242987,1093365-1
757,1,9504,797466,105,117,11,4,-76.99699995,38.85677455,797466-2
316,1,8301,389645,101,62,11,2,-76.96927417,38.91600023,389645-1
266,1,8903,223043,105,56,11,1,-76.9807542,38.90326223,223043-4
622,1,9203,644163,104,84,11,3,-76.98418789,38.9078894,644163-1
963,1,9602,930657,105,48,11,2,-77.03838955,38.83730959,930657-1
390,1,4300,317527,103,64,11,1,-76.99102428,38.86620665,317527-1
693,1,8903,665445,105,92,11,1,-76.97938136,38.90484936,665445-1
1086,1,7304,1033479,105,126,11,2,-77.03491628,38.81591639,1033479-1
545,1,9907,716784,102,77,11,1,-76.98712584,38.90438288,716784-2
527,1,8301,586768,101,87,11,2,-76.96249381,38.92866371,586768-1
1424,1,2202,1343641,103,57,11,1,-76.96145831,38.92600227,1343641-3
1810,1,4300,1260240,103,55,11,3,-76.98809123,38.86728309,1260240-5
964,1,9907,1149300,102,291,11,1,-76.9892902,38.90257363,1149300-1
524,1,10100,405014,104,81,11,7,-76.9916039,38.86188875,405014-4
187,1,7304,163479,105,0,11,1,-77.02269717,38.8202905,163479-1
853,1,9602,827913,105,0,11,1,-77.02019061,38.82822719,827913-4
902,1,9602,880756,105,83,11,2,-77.02036703,38.82275068,880756-1
471,1,9907,640455,102,50,11,1,-76.98579641,38.90252834,640455-2
849,1,9907,1042821,102,61,11,1,-76.98309448,38.9017125,1042821-3
1644,1,4300,1169058,103,48,11,2,-76.99034899,38.86493328,1169058-2
226,1,8301,287707,101,113,11,2,-76.95519153,38.91025407,287707-2
593,1,8301,644082,101,0,11,1,-76.97148064,38.92178318,644082-1
945,1,8903,916303,105,89,11,1,-76.98095879,38.90324177,916303-3
915,1,9203,995776,104,67,11,1,-76.98282841,38.90706562,995776-1
687,1,9504,711259,105,90,11,3,-76.99688516,38.8568458,711259-1
1390,1,10100,1057454,104,61,11,1,-76.99164668,38.8627486,1057454-3
821,1,10100,589408,104,81,11,2,-76.99396095,38.86101284,589408-2
1280,1,9602,1219931,105,95,11,2,-77.03250306,38.82435824,1219931-1
1189,1,8301,1382832,101,69,11,1,-76.97569448,38.91134319,1382832-1
1944,1,4300,1353372,103,0,11,1,-76.98892709,38.86439177,1353372-1
867,1,4300,617944,103,66,11,2,-76.99043505,38.86646402,617944-3
369,1,1600,313395,102,120,11,3,-76.94581849,38.91491854,313395-2
426,1,1901,392040,104,100,11,1,-77.00631282,38.84415047,392040-4
915,1,9907,1099734,102,0,11,1,-76.98345196,38.90229574,1099734-1
1120,1,9203,1169569,104,62,11,1,-76.98150456,38.90469034,1169569-2
760,1,9602,749200,105,59,11,1,-77.03485739,38.82203364,749200-2
394,1,8903,348448,105,227,11,1,-76.98123108,38.90266194,348448-4
395,1,9907,516640,102,63,11,3,-76.98439099,38.90306527,516640-1
1044,1,9203,1096248,104,54,11,1,-76.97908853,38.90820463,1096248-2
1269,1,4300,857849,103,73,11,1,-76.98878625,38.86454037,857849-2
384,1,9203,424647,104,56,11,1,-76.97859231,38.9099153,424647-1
1287,1,9203,1346307,104,52,11,4,-76.98212549,38.90482978,1346307-3
438,1,9602,381821,105,71,11,2,-77.03174407,38.82084662,381821-2
31,1,9803,31568,103,57,11,2,-76.96018534,38.90179545,31568-2
659,1,1901,562463,104,170,11,1,-77.00858746,38.84088273,562463-4
305,1,9907,399292,102,84,11,3,-76.98352629,38.9031577,399292-1
182,1,9907,262902,102,55,11,2,-76.9857113,38.90182776,262902-1
1330,1,9203,1379814,104,111,11,2,-76.98328359,38.90910078,1379814-4
1117,1,9203,1164777,104,87,11,3,-76.98099149,38.90896841,1164777-4
917,1,9203,995886,104,186,11,1,-76.98006577,38.90887801,995886-1
800,1,9602,790189,105,69,11,2,-77.0396076,38.83799574,790189-1
854,1,4300,609165,103,53,11,1,-76.99077311,38.86316563,609165-2
606,1,9907,784801,102,43,11,2,-76.98291238,38.90392006,784801-3
770,1,9907,972949,102,49,11,6,-76.98303738,38.90258939,972949-2
2053,1,4300,1411362,103,59,11,3,-76.98932678,38.86484734,1411362-2
956,1,4300,675933,103,193,11,3,-76.99075518,38.8633776,675933-2
1604,1,10100,1218167,104,114,11,1,-76.99331321,38.86121977,1218167-2
554,1,2202,556374,103,0,11,1,-76.96291432,38.92402586,556374-2
278,1,9203,325889,104,117,11,1,-76.9834877,38.91078015,325889-2
1388,1,7304,1378241,105,0,11,1,-77.02559079,38.81186792,1378241-1
1441,1,4300,1003910,103,63,11,1,-76.98794344,38.86585869,1003910-3
451,1,8903,402977,105,69,11,2,-76.98073839,38.90382664,402977-2
472,1,4300,373048,103,48,11,1,-76.98961749,38.86378967,373048-1
962,1,7304,940559,105,58,11,1,-77.0315926,38.81782028,940559-5
255,1,9203,281399,104,0,11,1,-76.9803656,38.90556985,281399-3
112,1,2202,131145,103,63,11,1,-76.96097255,38.92608173,131145-1
524,1,7304,510241,105,89,11,1,-77.02752438,38.80598148,510241-3
450,1,8301,506210,101,122,11,2,-76.96395732,38.93458228,506210-4
298,1,9907,391064,102,129,11,1,-76.98465214,38.90309633,391064-1
1315,1,4300,895819,103,76,11,4,-76.99070769,38.86594833,895819-6
1372,1,4300,945460,103,186,11,3,-76.99017719,38.86570856,945460-2
1067,1,9203,1126548,104,213,11,1,-76.98409455,38.907848,1126548-2
812,1,9907,1015182,102,54,11,2,-76.98391438,38.90081406,1015182-1
1084,1,8903,992739,105,64,11,3,-76.98153887,38.90236817,992739-3
330,1,9907,434305,102,61,11,2,-76.98640045,38.90508432,434305-1
1178,1,9602,1091479,105,0,11,1,-77.03006146,38.82776174,1091479-1
1672,1,1901,1401686,104,87,11,2,-77.00073823,38.85216923,1401686-2
1494,1,4300,1043325,103,72,11,1,-76.98835287,38.86734604,1043325-6
378,1,9907,476867,102,142,11,1,-76.98507797,38.90075571,476867-1
1372,1,1901,1164777,104,87,11,3,-77.00782904,38.84250493,1164777-1
622,1,9907,808634,102,121,11,6,-76.98689878,38.90308965,808634-1
416,1,8301,476713,101,0,11,1,-76.9756825,38.92027192,476713-3
507,1,9203,517148,104,58,11,1,-76.9778258,38.91585796,517148-1
157,1,9504,145326,105,64,11,1,-76.99267047,38.86451165,145326-3
1257,1,9203,1305268,104,68,11,2,-76.98266089,38.90920689,1305268-2
866,1,9907,1066655,102,50,11,3,-76.98678658,38.90363172,1066655-2
474,1,9907,640455,102,50,11,1,-76.98503043,38.90125803,640455-5
687,1,8301,729825,101,0,11,1,-76.97488479,38.92016244,729825-3
1713,1,10100,1271356,104,99,11,1,-76.9915055,38.86262506,1271356-1
1162,1,9203,1210415,104,59,11,1,-76.98555185,38.90645027,1210415-2
816,1,9203,900478,104,64,11,4,-76.98145665,38.90982853,900478-2
1047,1,9602,970174,105,73,11,1,-77.03489785,38.83231342,970174-5
650,1,9803,666444,103,49,11,2,-76.9610716,38.90099948,666444-1
865,1,9602,837818,105,78,11,3,-77.01277542,38.83554046,837818-1
556,1,9203,573783,104,186,11,2,-76.98302424,38.90564585,573783-2
380,1,8903,342735,105,0,11,1,-76.97822268,38.90663091,342735-1
1335,1,9504,1336547,105,79,11,1,-76.99672041,38.85643646,1336547-2
339,1,1901,317872,104,53,11,2,-77.00716005,38.84157572,317872-1
397,1,1902,624200,101,112,11,2,-77.01288167,38.83356267,624200-2
16,1,9203,13676,104,72,11,1,-76.98226465,38.90595101,13676-3
537,1,9907,710250,102,83,11,2,-76.98827082,38.90426937,710250-3
17,1,8301,32249,101,73,11,1,-76.97778552,38.90872382,32249-1
948,1,3200,787813,105,112,11,1,-76.96512487,38.93477856,787813-8
645,1,8410,1369492,104,57,11,1,-76.96361354,38.89065132,1369492-2
491,1,1901,452799,104,53,11,2,-77.00823797,38.84107866,452799-3
294,1,9907,381572,102,60,11,2,-76.98104266,38.90378999,381572-1
363,1,9907,471138,102,256,11,1,-76.98581588,38.90630057,471138-4
1076,1,9203,1131220,104,56,11,2,-76.98324693,38.90966269,1131220-2
709,1,2202,692032,103,287,11,1,-76.95910826,38.92916349,692032-1
778,1,9203,838282,104,50,11,2,-76.98444122,38.90763039,838282-2
2015,1,4300,1392101,103,56,11,2,-76.98918477,38.8676587,1392101-3
1533,1,1901,1291051,104,79,11,2,-77.00425111,38.84728006,1291051-5
1025,1,9504,991213,105,87,11,2,-76.99202969,38.86573309,991213-1
42,1,2202,54133,103,66,11,2,-76.95875336,38.92960442,54133-2
1461,1,2202,1378662,103,72,11,5,-76.96260699,38.92498763,1378662-2
1014,1,9602,961165,105,45,11,2,-77.0343534,38.8199005,961165-1
872,1,1902,1360272,101,0,11,1,-77.01370853,38.83072501,1360272-1
1338,1,7304,1316758,105,53,11,2,-77.03005279,38.80113331,1316758-2
1044,1,4300,717112,103,63,11,4,-76.99174675,38.86531498,717112-1
1000,1,7304,962914,105,64,11,1,-77.02705844,38.8052283,962914-5
1358,1,9203,1409409,104,69,11,1,-76.97888927,38.90964441,1409409-3
955,1,9907,1142414,102,52,11,2,-76.98389649,38.90131734,1142414-2
876,1,9907,1075843,102,57,11,1,-76.98673747,38.90468901,1075843-1
516,1,9504,501601,105,67,11,2,-76.99595597,38.86035509,501601-1
652,1,4300,469652,103,55,11,1,-76.98838171,38.86610552,469652-1
108,1,9203,137101,104,0,11,1,-76.9846805,38.90723478,137101-1
150,1,9907,201902,102,0,11,1,-76.98797874,38.9024371,201902-1
712,1,4300,520822,103,59,11,1,-76.99095726,38.86575624,520822-3
479,1,1600,392903,102,52,11,1,-76.94400709,38.91661293,392903-4
679,1,9203,709001,104,224,11,2,-76.97981014,38.90759666,709001-2
168,1,9602,124054,105,95,11,1,-77.03238261,38.83505759,124054-1
1455,1,2202,1376916,103,84,11,3,-76.96228037,38.92632884,1376916-4
1085,1,8301,1237429,101,89,11,1,-76.96308013,38.92876662,1237429-1
940,1,9203,1027159,104,106,11,1,-76.97970178,38.91397859,1027159-4
1557,1,1600,1260781,102,86,11,3,-76.94103417,38.91767101,1260781-1
1064,1,9602,978028,105,99,11,1,-77.0326398,38.83837031,978028-6
410,1,9602,358247,105,0,11,1,-77.02152428,38.82233689,358247-2
283,1,1901,253071,104,0,11,1,-76.99922307,38.85401654,253071-1
1166,1,7304,1153058,105,63,11,1,-77.03146698,38.8190053,1153058-3
289,1,3200,229912,105,99,11,1,-76.96466996,38.93587697,229912-2
948,1,9203,1028593,104,75,11,4,-76.97984841,38.91557603,1028593-1
588,1,9203,602746,104,78,11,1,-76.97738608,38.91369455,602746-4
355,1,9907,467473,102,213,11,6,-76.98393105,38.90239247,467473-2
1073,1,9203,1129346,104,100,11,5,-76.98408196,38.90641125,1129346-1
1030,1,9907,1225391,102,197,11,1,-76.98568675,38.90597439,1225391-3
487,1,9601,818192,105,114,11,1,-76.98821696,38.87109957,818192-1
,geoLevel1,geoLevel2,SERIAL,PUMA,WGTP,geoLevel0,NP,Long,Lat,serialSynth
58,1,9504,52788,105,0,11,1,-76.99453176,38.86146166,52788-1
1181,1,8903,1136640,105,0,11,1,-76.97894833,38.90586331,1136640-2
146,1,9602,100229,105,335,11,1,-77.01899974,38.82750021,100229-3
1119,1,9203,1169569,104,62,11,1,-76.97803461,38.91226012,1169569-1
485,1,9203,506467,104,65,11,2,-76.97878676,38.91007768,506467-3
1019,1,9504,988189,105,69,11,4,-76.99636978,38.85868234,988189-1
932,1,8903,909820,105,79,11,2,-76.97926709,38.90629072,909820-1
675,1,9907,875541,102,137,11,2,-76.9819921,38.90242934,875541-4
107,1,8903,87832,105,95,11,2,-76.97988159,38.90456116,87832-6
19,1,9907,26873,102,65,11,4,-76.98739719,38.90497855,26873-1
38,1,9203,41644,104,64,11,4,-76.98032717,38.90748512,41644-2
122,1,9203,144337,104,64,11,2,-76.980149,38.9051838,144337-1
1307,1,2202,1255673,103,0,11,1,-76.96095234,38.92726196,1255673-3
479,1,1902,723339,101,71,11,1,-77.01565892,38.82870181,723339-1
1108,1,7304,1053239,105,68,11,1,-77.02434797,38.80722107,1053239-2
784,1,9203,839802,104,64,11,2,-76.97855328,38.91489951,839802-3
277,1,9803,285374,103,71,11,1,-76.96048512,38.90167893,285374-4
1119,1,4300,750334,103,62,11,5,-76.99175319,38.86468891,750334-2
639,1,9203,664245,104,170,11,1,-76.98050399,38.91493373,664245-1
28,1,9602,16074,105,52,11,3,-77.0375109,38.82689816,16074-1
1191,1,9602,1108990,105,91,11,2,-77.02004497,38.82224101,1108990-2
717,1,8903,691422,105,102,11,1,-76.97803525,38.90662363,691422-2
605,1,8301,655528,101,103,11,1,-76.96345909,38.92886225,655528-3
652,1,9907,851480,102,44,11,2,-76.98837128,38.90290348,851480-2
13,1,9907,24774,102,49,11,3,-76.98541748,38.90166749,24774-1
277,1,10100,206852,104,116,11,1,-76.99327126,38.86074241,206852-3
886,1,9907,1085843,102,137,11,5,-76.98329196,38.90132676,1085843-3
643,1,8301,697277,101,57,11,4,-76.96979582,38.91427518,697277-1
363,1,8903,326517,105,72,11,1,-76.97997202,38.90490766,326517-1
682,1,9907,883228,102,81,11,1,-76.98686137,38.90417382,883228-2
440,1,6600,523955,104,60,11,2,-76.96235338,38.89044959,523955-2
1302,1,2202,1251926,103,62,11,1,-76.95996441,38.9288213,1251926-2
1323,1,4300,900334,103,225,11,5,-76.98733055,38.86654204,900334-4
1518,1,9602,1401662,105,62,11,1,-77.03216105,38.84864565,1401662-4
1042,1,9602,968852,105,65,11,2,-77.0329798,38.8446947,968852-2
419,1,9907,570580,102,39,11,2,-76.98746637,38.90272894,570580-2
454,1,8410,1011944,104,0,11,1,-76.97355073,38.88224683,1011944-2
25,1,7304,16409,105,93,11,1,-77.02558595,38.8199714,16409-1
348,1,8301,428201,101,77,11,2,-76.9760041,38.92103603,428201-2
245,1,9602,209206,105,103,11,1,-77.03158622,38.83462091,209206-1
495,1,9203,513267,104,50,11,3,-76.97989211,38.91005254,513267-3
976,1,9203,1055770,104,145,11,2,-76.98440995,38.90699337,1055770-4
635,1,9601,990030,105,143,11,1,-76.98444193,38.87288313,990030-2
1299,1,8903,1245728,105,90,11,1,-76.97758824,38.90648307,1245728-2
1342,1,9602,1265598,105,0,11,1,-77.0238348,38.82262705,1265598-2
1051,1,7304,988189,105,69,11,4,-77.03583311,38.81300298,988189-2
1380,1,8903,1306032,105,166,11,1,-76.98194007,38.90199576,1306032-1
6,1,9203,7214,104,0,11,1,-76.98020833,38.90697044,7214-1
591,1,9907,765551,102,91,11,2,-76.98391354,38.90139538,765551-2
891,1,8301,945818,101,0,11,1,-76.97245453,38.91239039,945818-2
551,1,9907,717132,102,68,11,2,-76.98699908,38.90225347,717132-2
935,1,9203,1023689,104,62,11,1,-76.97810949,38.9087529,1023689-2
304,1,8410,651071,104,54,11,4,-76.97713397,38.88510846,651071-2
58,1,4300,53285,103,0,11,1,-76.99025362,38.86446846,53285-2
214,1,9601,331583,105,162,11,3,-76.98630506,38.86987018,331583-2
41,1,8803,69887,105,83,11,1,-77.01360438,38.90593171,69887-3
150,1,1902,312494,101,179,11,2,-77.01733057,38.82553938,312494-1
537,1,9203,547472,104,65,11,2,-76.97655969,38.91240392,547472-3
997,1,9907,1181256,102,52,11,1,-76.98397562,38.90523604,1181256-4
1373,1,1901,1165531,104,51,11,3,-77.0056301,38.84521484,1165531-1
727,1,9203,780904,104,75,11,2,-76.97981383,38.91318899,780904-3
1195,1,9803,1208029,103,137,11,1,-76.9578432,38.90474171,1208029-1
296,1,9907,389838,102,92,11,1,-76.98412716,38.90532181,389838-1
299,1,2202,317857,103,69,11,5,-76.96050398,38.92449601,317857-2
746,1,4300,543206,103,226,11,1,-76.98981106,38.86549932,543206-3
273,1,4300,226093,103,0,11,1,-76.98803643,38.86696994,226093-3
1314,1,8903,1256871,105,0,11,1,-76.9780793,38.90638704,1256871-3
955,1,4300,675933,103,193,11,3,-76.98733384,38.86610464,675933-1
129,1,4300,117135,103,77,11,2,-76.98790896,38.86671804,117135-1
1190,1,4300,801873,103,55,11,1,-76.98790473,38.86547803,801873-2
782,1,9203,839802,104,64,11,2,-76.97987492,38.90572561,839802-1
391,1,10100,297863,104,58,11,3,-76.99361905,38.86168289,297863-1
985,1,10100,710386,104,51,11,1,-76.99215842,38.86261026,710386-3
1276,1,9504,1283659,105,158,11,1,-76.9920186,38.86383967,1283659-1
178,1,9602,140793,105,180,11,2,-77.03338275,38.83770581,140793-3
83,1,8301,119988,101,64,11,3,-76.97287817,38.91934842,119988-1
250,1,9907,310182,102,89,11,3,-76.98388432,38.90446431,310182-3
65,1,7304,57120,105,59,11,1,-77.03441194,38.81863773,57120-4
569,1,8301,623043,101,40,11,1,-76.96475402,38.92678713,623043-1
128,1,1902,272690,101,0,11,1,-77.01442483,38.83035548,272690-1
921,1,9203,995886,104,186,11,1,-76.97807483,38.90880238,995886-5
1318,1,9203,1369492,104,57,11,1,-76.97875803,38.91491029,1369492-4
332,1,9203,367723,104,84,11,1,-76.98233331,38.90888763,367723-1
859,1,2202,834140,103,57,11,1,-76.96007614,38.92801217,834140-2
1445,1,4300,1007520,103,50,11,2,-76.98914719,38.86542484,1007520-1
187,1,9907,266984,102,71,11,3,-76.98789627,38.905403,266984-3
296,1,9203,338993,104,64,11,1,-76.97851137,38.91175498,338993-1
299,1,9602,244174,105,160,11,1,-77.01887631,38.82703138,244174-1
65,1,8410,144267,104,75,11,2,-76.97128482,38.8856484,144267-1
147,1,8410,326284,104,125,11,2,-76.97387814,38.8817597,326284-1
1090,1,9803,1099340,103,0,11,1,-76.95899247,38.90343918,1099340-1
382,1,9203,423999,104,56,11,1,-76.97981093,38.90674356,423999-2
54,1,10100,36610,104,60,11,1,-76.9937222,38.85955487,36610-3
383,1,8903,342735,105,0,11,1,-76.97957253,38.90445661,342735-4
493,1,8410,1086744,104,157,11,1,-76.97232901,38.88484426,1086744-1
456,1,9907,628537,102,51,11,1,-76.98510079,38.90103071,628537-1
948,1,9803,946297,103,42,11,2,-76.96007063,38.90123298,946297-4
566,1,6600,651071,104,54,11,4,-76.96293494,38.89123985,651071-7
375,1,9203,413204,104,102,11,3,-76.98493581,38.90780491,413204-4
1147,1,4300,785172,103,83,11,2,-76.98971392,38.86590545,785172-5
1771,1,4300,1241972,103,59,11,2,-76.98881054,38.86751118,1241972-2
88,1,9907,130383,102,0,11,1,-76.98551491,38.90521379,130383-7
218,1,1902,391728,101,82,11,1,-77.01190953,38.83415504,391728-1
546,1,8301,599970,101,47,11,2,-76.97092976,38.9224114,599970-1
239,1,9601,375494,105,76,11,3,-76.98050613,38.87360671,375494-2
858,1,1901,727256,104,202,11,1,-77.00776833,38.84212216,727256-6
121,1,9203,144267,104,75,11,2,-76.98044033,38.91054117,144267-2
334,1,9601,534400,105,89,11,2,-76.9880409,38.86826561,534400-1
38,1,9602,22446,105,108,11,2,-77.03856304,38.83327081,22446-1
439,1,8301,489542,101,59,11,3,-76.96949647,38.92090477,489542-1
937,1,9203,1027159,104,106,11,1,-76.97682402,38.91372738,1027159-1
788,1,7304,799682,105,72,11,1,-77.02675334,38.8151362,799682-1
1475,1,4300,1037212,103,54,11,2,-76.98938815,38.8668148,1037212-4
304,1,9504,264363,105,64,11,2,-76.99520648,38.86035025,264363-3
1139,1,9203,1186150,104,63,11,3,-76.97761904,38.91288408,1186150-7
640,1,9203,664245,104,170,11,1,-76.97947335,38.91380285,664245-2
1138,1,9203,1186150,104,63,11,3,-76.98193527,38.91113304,1186150-6
